# x	y	u	v	flags	mask
2.2172e+00	2.4347e+00	-9.0091e-01	-9.1705e-02	1.0000e+00	0.0000e+00
2.4347e+00	2.4347e+00	-2.3960e+00	-2.2016e+00	0.0000e+00	0.0000e+00
2.6523e+00	2.4347e+00	-1.6919e+00	-2.2195e+00	0.0000e+00	0.0000e+00
2.8699e+00	2.4347e+00	-9.9301e-01	-1.9952e+00	0.0000e+00	0.0000e+00
3.0874e+00	2.4347e+00	-5.5490e-01	-1.6402e+00	0.0000e+00	0.0000e+00
3.3050e+00	2.4347e+00	-4.2316e-01	-1.4193e+00	0.0000e+00	0.0000e+00
3.5226e+00	2.4347e+00	-3.4168e-01	-1.1977e+00	0.0000e+00	0.0000e+00
3.7402e+00	2.4347e+00	-2.5541e-01	-1.0305e+00	0.0000e+00	0.0000e+00
3.9577e+00	2.4347e+00	-2.0490e-01	-9.5138e-01	0.0000e+00	0.0000e+00
4.1753e+00	2.4347e+00	-1.4568e-01	-8.3218e-01	0.0000e+00	0.0000e+00
4.3929e+00	2.4347e+00	-1.4016e-01	-7.7401e-01	0.0000e+00	0.0000e+00
4.6104e+00	2.4347e+00	-9.4047e-02	-6.5113e-01	0.0000e+00	0.0000e+00
4.8280e+00	2.4347e+00	-9.4752e-02	-6.0258e-01	0.0000e+00	0.0000e+00
5.0456e+00	2.4347e+00	-8.7159e-02	-5.9407e-01	0.0000e+00	0.0000e+00
2.5901e-01	2.2172e+00	-1.3105e-01	7.6669e-01	0.0000e+00	0.0000e+00
4.7659e-01	2.2172e+00	-2.9806e-01	9.1428e-01	0.0000e+00	0.0000e+00
6.9416e-01	2.2172e+00	-3.8123e-01	9.8706e-01	0.0000e+00	0.0000e+00
9.1173e-01	2.2172e+00	-4.5555e-01	1.0976e+00	0.0000e+00	0.0000e+00
1.1293e+00	2.2172e+00	-6.6914e-01	1.1896e+00	0.0000e+00	0.0000e+00
1.3469e+00	2.2172e+00	-9.2813e-01	1.3014e+00	0.0000e+00	0.0000e+00
1.5644e+00	2.2172e+00	-1.3500e+00	1.4478e+00	0.0000e+00	0.0000e+00
1.7820e+00	2.2172e+00	-1.8965e+00	1.1947e+00	0.0000e+00	0.0000e+00
1.9996e+00	2.2172e+00	-1.1196e+00	2.2293e-01	1.0000e+00	0.0000e+00
2.2172e+00	2.2172e+00	-2.7813e+00	-4.3015e-01	0.0000e+00	0.0000e+00
2.4347e+00	2.2172e+00	-2.5233e+00	-1.2564e+00	0.0000e+00	0.0000e+00
2.6523e+00	2.2172e+00	-1.7488e+00	-1.6434e+00	0.0000e+00	0.0000e+00
2.8699e+00	2.2172e+00	-1.2515e+00	-1.5778e+00	0.0000e+00	0.0000e+00
3.0874e+00	2.2172e+00	-9.3924e-01	-1.4780e+00	0.0000e+00	0.0000e+00
3.3050e+00	2.2172e+00	-5.8587e-01	-1.2552e+00	0.0000e+00	0.0000e+00
3.5226e+00	2.2172e+00	-4.9422e-01	-1.1285e+00	0.0000e+00	0.0000e+00
3.7402e+00	2.2172e+00	-3.9453e-01	-1.0121e+00	0.0000e+00	0.0000e+00
3.9577e+00	2.2172e+00	-2.8893e-01	-9.3563e-01	0.0000e+00	0.0000e+00
4.1753e+00	2.2172e+00	-2.4514e-01	-7.8401e-01	0.0000e+00	0.0000e+00
4.3929e+00	2.2172e+00	-1.7234e-01	-6.9893e-01	0.0000e+00	0.0000e+00
4.6104e+00	2.2172e+00	-1.1538e-01	-6.3112e-01	0.0000e+00	0.0000e+00
4.8280e+00	2.2172e+00	-1.1137e-01	-6.1662e-01	0.0000e+00	0.0000e+00
5.0456e+00	2.2172e+00	-1.2620e-01	-5.8273e-01	0.0000e+00	0.0000e+00
2.5901e-01	1.9996e+00	-2.6179e-01	7.1271e-01	0.0000e+00	0.0000e+00
4.7659e-01	1.9996e+00	-3.5164e-01	7.9539e-01	0.0000e+00	0.0000e+00
6.9416e-01	1.9996e+00	-4.2126e-01	8.7361e-01	0.0000e+00	0.0000e+00
9.1173e-01	1.9996e+00	-5.5569e-01	9.3856e-01	0.0000e+00	0.0000e+00
1.1293e+00	1.9996e+00	-7.5180e-01	1.0122e+00	0.0000e+00	0.0000e+00
1.3469e+00	1.9996e+00	-9.8932e-01	1.0143e+00	0.0000e+00	0.0000e+00
1.5644e+00	1.9996e+00	-1.2675e+00	9.1884e-01	0.0000e+00	0.0000e+00
1.7820e+00	1.9996e+00	-1.6621e+00	7.0252e-01	0.0000e+00	0.0000e+00
1.9996e+00	1.9996e+00	-2.0235e+00	4.3222e-01	0.0000e+00	0.0000e+00
2.2172e+00	1.9996e+00	-2.1816e+00	-2.8977e-01	0.0000e+00	0.0000e+00
2.4347e+00	1.9996e+00	-2.0791e+00	-7.8276e-01	0.0000e+00	0.0000e+00
2.6523e+00	1.9996e+00	-1.6801e+00	-1.0958e+00	0.0000e+00	0.0000e+00
2.8699e+00	1.9996e+00	-1.2576e+00	-1.1965e+00	0.0000e+00	0.0000e+00
3.0874e+00	1.9996e+00	-1.0122e+00	-1.1813e+00	0.0000e+00	0.0000e+00
3.3050e+00	1.9996e+00	-7.1508e-01	-1.0953e+00	0.0000e+00	0.0000e+00
3.5226e+00	1.9996e+00	-5.9715e-01	-1.0188e+00	0.0000e+00	0.0000e+00
3.7402e+00	1.9996e+00	-4.6379e-01	-9.4239e-01	0.0000e+00	0.0000e+00
3.9577e+00	1.9996e+00	-4.0703e-01	-8.6939e-01	0.0000e+00	0.0000e+00
4.1753e+00	1.9996e+00	-3.1423e-01	-7.6481e-01	1.0000e+00	0.0000e+00
4.3929e+00	1.9996e+00	-2.5453e-01	-6.5292e-01	0.0000e+00	0.0000e+00
4.6104e+00	1.9996e+00	-1.9803e-01	-6.2631e-01	0.0000e+00	0.0000e+00
4.8280e+00	1.9996e+00	-1.7834e-01	-6.0891e-01	0.0000e+00	0.0000e+00
5.0456e+00	1.9996e+00	-1.9056e-01	-5.6561e-01	0.0000e+00	0.0000e+00
2.5901e-01	1.7820e+00	-3.3536e-01	6.5479e-01	0.0000e+00	0.0000e+00
4.7659e-01	1.7820e+00	-4.0740e-01	6.8678e-01	0.0000e+00	0.0000e+00
6.9416e-01	1.7820e+00	-5.0497e-01	6.9643e-01	0.0000e+00	0.0000e+00
9.1173e-01	1.7820e+00	-5.9596e-01	7.5363e-01	0.0000e+00	0.0000e+00
1.1293e+00	1.7820e+00	-7.0612e-01	8.3249e-01	0.0000e+00	0.0000e+00
1.3469e+00	1.7820e+00	-9.4847e-01	7.7816e-01	0.0000e+00	0.0000e+00
1.5644e+00	1.7820e+00	-1.1662e+00	6.6327e-01	0.0000e+00	0.0000e+00
1.7820e+00	1.7820e+00	-1.4665e+00	5.0980e-01	0.0000e+00	0.0000e+00
1.9996e+00	1.7820e+00	-1.5998e+00	2.3456e-01	0.0000e+00	0.0000e+00
2.2172e+00	1.7820e+00	-1.7525e+00	-1.7275e-01	0.0000e+00	0.0000e+00
2.4347e+00	1.7820e+00	-1.6439e+00	-5.0890e-01	0.0000e+00	0.0000e+00
2.6523e+00	1.7820e+00	-1.4801e+00	-7.7028e-01	0.0000e+00	0.0000e+00
2.8699e+00	1.7820e+00	-1.2275e+00	-9.1491e-01	0.0000e+00	0.0000e+00
3.0874e+00	1.7820e+00	-1.0091e+00	-9.5305e-01	0.0000e+00	0.0000e+00
3.3050e+00	1.7820e+00	-8.0828e-01	-9.6462e-01	0.0000e+00	0.0000e+00
3.5226e+00	1.7820e+00	-6.6080e-01	-9.0520e-01	0.0000e+00	0.0000e+00
3.7402e+00	1.7820e+00	-5.1694e-01	-8.5900e-01	0.0000e+00	0.0000e+00
3.9577e+00	1.7820e+00	-4.5750e-01	-7.9809e-01	0.0000e+00	0.0000e+00
4.1753e+00	1.7820e+00	-3.6451e-01	-7.1208e-01	0.0000e+00	0.0000e+00
4.3929e+00	1.7820e+00	-3.3296e-01	-6.6670e-01	0.0000e+00	0.0000e+00
4.6104e+00	1.7820e+00	-2.9409e-01	-6.4244e-01	1.0000e+00	0.0000e+00
4.8280e+00	1.7820e+00	-2.2196e-01	-5.9912e-01	0.0000e+00	0.0000e+00
5.0456e+00	1.7820e+00	-2.0517e-01	-5.5506e-01	0.0000e+00	0.0000e+00
2.5901e-01	1.5644e+00	-3.7809e-01	5.7275e-01	0.0000e+00	0.0000e+00
4.7659e-01	1.5644e+00	-4.2951e-01	6.1243e-01	0.0000e+00	0.0000e+00
6.9416e-01	1.5644e+00	-5.2187e-01	6.2563e-01	0.0000e+00	0.0000e+00
9.1173e-01	1.5644e+00	-6.0170e-01	6.2620e-01	0.0000e+00	0.0000e+00
1.1293e+00	1.5644e+00	-7.2579e-01	5.9211e-01	0.0000e+00	0.0000e+00
1.3469e+00	1.5644e+00	-8.9918e-01	6.0612e-01	0.0000e+00	0.0000e+00
1.5644e+00	1.5644e+00	-1.0484e+00	5.0454e-01	0.0000e+00	0.0000e+00
1.7820e+00	1.5644e+00	-1.2134e+00	3.7203e-01	0.0000e+00	0.0000e+00
1.9996e+00	1.5644e+00	-1.2977e+00	9.2859e-02	1.0000e+00	0.0000e+00
2.2172e+00	1.5644e+00	-1.4458e+00	-6.4832e-02	0.0000e+00	0.0000e+00
2.4347e+00	1.5644e+00	-1.4425e+00	-3.7278e-01	0.0000e+00	0.0000e+00
2.6523e+00	1.5644e+00	-1.2897e+00	-5.4074e-01	0.0000e+00	0.0000e+00
2.8699e+00	1.5644e+00	-1.1134e+00	-6.5753e-01	0.0000e+00	0.0000e+00
3.0874e+00	1.5644e+00	-9.7847e-01	-7.6958e-01	0.0000e+00	0.0000e+00
3.3050e+00	1.5644e+00	-8.8792e-01	-7.6269e-01	0.0000e+00	0.0000e+00
3.5226e+00	1.5644e+00	-6.7270e-01	-7.9281e-01	0.0000e+00	0.0000e+00
3.7402e+00	1.5644e+00	-5.8261e-01	-7.3799e-01	1.0000e+00	0.0000e+00
3.9577e+00	1.5644e+00	-5.2422e-01	-7.2838e-01	0.0000e+00	0.0000e+00
4.1753e+00	1.5644e+00	-4.1551e-01	-6.6073e-01	0.0000e+00	0.0000e+00
4.3929e+00	1.5644e+00	-3.6845e-01	-6.0620e-01	0.0000e+00	0.0000e+00
4.6104e+00	1.5644e+00	-3.5403e-01	-5.7567e-01	0.0000e+00	0.0000e+00
4.8280e+00	1.5644e+00	-2.7154e-01	-5.5581e-01	0.0000e+00	0.0000e+00
5.0456e+00	1.5644e+00	-2.3272e-01	-5.3305e-01	0.0000e+00	0.0000e+00
2.5901e-01	1.3469e+00	-3.9275e-01	5.3717e-01	0.0000e+00	0.0000e+00
4.7659e-01	1.3469e+00	-4.3859e-01	5.4734e-01	0.0000e+00	0.0000e+00
6.9416e-01	1.3469e+00	-5.1364e-01	5.5453e-01	0.0000e+00	0.0000e+00
9.1173e-01	1.3469e+00	-5.8097e-01	5.3361e-01	0.0000e+00	0.0000e+00
1.1293e+00	1.3469e+00	-6.8777e-01	5.0310e-01	0.0000e+00	0.0000e+00
1.3469e+00	1.3469e+00	-8.5961e-01	4.8512e-01	0.0000e+00	0.0000e+00
1.5644e+00	1.3469e+00	-9.8112e-01	4.3111e-01	0.0000e+00	0.0000e+00
1.7820e+00	1.3469e+00	-1.0909e+00	2.7144e-01	0.0000e+00	0.0000e+00
1.9996e+00	1.3469e+00	-1.1311e+00	1.0379e-01	0.0000e+00	0.0000e+00
2.2172e+00	1.3469e+00	-1.2040e+00	-4.2689e-02	0.0000e+00	0.0000e+00
2.4347e+00	1.3469e+00	-1.1898e+00	-2.5030e-01	0.0000e+00	0.0000e+00
2.6523e+00	1.3469e+00	-1.1167e+00	-4.2251e-01	0.0000e+00	0.0000e+00
2.8699e+00	1.3469e+00	-1.0391e+00	-5.2948e-01	0.0000e+00	0.0000e+00
3.0874e+00	1.3469e+00	-9.1785e-01	-6.0028e-01	0.0000e+00	0.0000e+00
3.3050e+00	1.3469e+00	-8.2086e-01	-6.0946e-01	0.0000e+00	0.0000e+00
3.5226e+00	1.3469e+00	-6.7831e-01	-6.5628e-01	0.0000e+00	0.0000e+00
3.7402e+00	1.3469e+00	-5.9459e-01	-6.3549e-01	0.0000e+00	0.0000e+00
3.9577e+00	1.3469e+00	-5.3682e-01	-6.3502e-01	0.0000e+00	0.0000e+00
4.1753e+00	1.3469e+00	-4.5566e-01	-5.9710e-01	0.0000e+00	0.0000e+00
4.3929e+00	1.3469e+00	-3.9559e-01	-5.7772e-01	0.0000e+00	0.0000e+00
4.6104e+00	1.3469e+00	-3.9555e-01	-5.5298e-01	0.0000e+00	0.0000e+00
4.8280e+00	1.3469e+00	-3.3733e-01	-5.4451e-01	0.0000e+00	0.0000e+00
5.0456e+00	1.3469e+00	-2.7636e-01	-5.2447e-01	0.0000e+00	0.0000e+00
2.5901e-01	1.1293e+00	-3.9610e-01	4.8043e-01	0.0000e+00	0.0000e+00
4.7659e-01	1.1293e+00	-4.4241e-01	4.8969e-01	0.0000e+00	0.0000e+00
6.9416e-01	1.1293e+00	-4.9529e-01	4.8960e-01	0.0000e+00	0.0000e+00
9.1173e-01	1.1293e+00	-5.8676e-01	4.6740e-01	0.0000e+00	0.0000e+00
1.1293e+00	1.1293e+00	-6.4578e-01	4.3816e-01	0.0000e+00	0.0000e+00
1.3469e+00	1.1293e+00	-7.9832e-01	4.1144e-01	0.0000e+00	0.0000e+00
1.5644e+00	1.1293e+00	-8.9211e-01	3.2031e-01	0.0000e+00	0.0000e+00
1.7820e+00	1.1293e+00	-9.5106e-01	2.1613e-01	0.0000e+00	0.0000e+00
1.9996e+00	1.1293e+00	-1.0104e+00	8.5333e-02	0.0000e+00	0.0000e+00
2.2172e+00	1.1293e+00	-1.0663e+00	-1.6911e-02	0.0000e+00	0.0000e+00
2.4347e+00	1.1293e+00	-1.0867e+00	-1.6508e-01	0.0000e+00	0.0000e+00
2.6523e+00	1.1293e+00	-9.8931e-01	-3.3252e-01	0.0000e+00	0.0000e+00
2.8699e+00	1.1293e+00	-9.6607e-01	-4.0897e-01	0.0000e+00	0.0000e+00
3.0874e+00	1.1293e+00	-8.8095e-01	-4.5856e-01	0.0000e+00	0.0000e+00
3.3050e+00	1.1293e+00	-7.9676e-01	-5.2843e-01	0.0000e+00	0.0000e+00
3.5226e+00	1.1293e+00	-6.6959e-01	-5.4567e-01	0.0000e+00	0.0000e+00
3.7402e+00	1.1293e+00	-5.8382e-01	-5.6404e-01	0.0000e+00	0.0000e+00
3.9577e+00	1.1293e+00	-5.5479e-01	-5.7195e-01	0.0000e+00	0.0000e+00
4.1753e+00	1.1293e+00	-4.7372e-01	-5.4720e-01	0.0000e+00	0.0000e+00
4.3929e+00	1.1293e+00	-4.4220e-01	-5.1189e-01	0.0000e+00	0.0000e+00
4.6104e+00	1.1293e+00	-4.1196e-01	-5.0742e-01	0.0000e+00	0.0000e+00
4.8280e+00	1.1293e+00	-3.5987e-01	-5.2484e-01	0.0000e+00	0.0000e+00
5.0456e+00	1.1293e+00	-3.0625e-01	-5.1166e-01	0.0000e+00	0.0000e+00
2.5901e-01	9.1173e-01	-4.1325e-01	4.4341e-01	0.0000e+00	0.0000e+00
4.7659e-01	9.1173e-01	-4.4946e-01	4.4448e-01	0.0000e+00	0.0000e+00
6.9416e-01	9.1173e-01	-4.9348e-01	4.4924e-01	0.0000e+00	0.0000e+00
9.1173e-01	9.1173e-01	-5.8902e-01	4.0508e-01	0.0000e+00	0.0000e+00
1.1293e+00	9.1173e-01	-6.1749e-01	3.7420e-01	0.0000e+00	0.0000e+00
1.3469e+00	9.1173e-01	-6.7813e-01	3.4542e-01	0.0000e+00	0.0000e+00
1.5644e+00	9.1173e-01	-8.0615e-01	2.4004e-01	0.0000e+00	0.0000e+00
1.7820e+00	9.1173e-01	-8.6404e-01	1.5409e-01	0.0000e+00	0.0000e+00
1.9996e+00	9.1173e-01	-9.2389e-01	7.1116e-02	0.0000e+00	0.0000e+00
2.2172e+00	9.1173e-01	-9.3653e-01	-2.9360e-02	0.0000e+00	0.0000e+00
2.4347e+00	9.1173e-01	-9.3993e-01	-1.2758e-01	0.0000e+00	0.0000e+00
2.6523e+00	9.1173e-01	-9.1582e-01	-2.4517e-01	0.0000e+00	0.0000e+00
2.8699e+00	9.1173e-01	-8.9457e-01	-3.5483e-01	0.0000e+00	0.0000e+00
3.0874e+00	9.1173e-01	-8.1955e-01	-4.0757e-01	0.0000e+00	0.0000e+00
3.3050e+00	9.1173e-01	-7.3809e-01	-4.6025e-01	0.0000e+00	0.0000e+00
3.5226e+00	9.1173e-01	-6.7108e-01	-4.8515e-01	0.0000e+00	0.0000e+00
3.7402e+00	9.1173e-01	-5.8101e-01	-5.0370e-01	0.0000e+00	0.0000e+00
3.9577e+00	9.1173e-01	-5.3052e-01	-5.1020e-01	0.0000e+00	0.0000e+00
4.1753e+00	9.1173e-01	-4.8364e-01	-5.0660e-01	0.0000e+00	0.0000e+00
4.3929e+00	9.1173e-01	-4.5768e-01	-5.1207e-01	0.0000e+00	0.0000e+00
4.6104e+00	9.1173e-01	-4.0886e-01	-4.8842e-01	0.0000e+00	0.0000e+00
4.8280e+00	9.1173e-01	-3.9342e-01	-4.7368e-01	0.0000e+00	0.0000e+00
5.0456e+00	9.1173e-01	-3.1216e-01	-4.7517e-01	0.0000e+00	0.0000e+00
2.5901e-01	6.9416e-01	-4.0825e-01	4.1597e-01	0.0000e+00	0.0000e+00
4.7659e-01	6.9416e-01	-4.4779e-01	4.0066e-01	0.0000e+00	0.0000e+00
6.9416e-01	6.9416e-01	-4.9101e-01	3.8713e-01	0.0000e+00	0.0000e+00
9.1173e-01	6.9416e-01	-5.5508e-01	3.5761e-01	0.0000e+00	0.0000e+00
1.1293e+00	6.9416e-01	-5.9077e-01	3.2277e-01	0.0000e+00	0.0000e+00
1.3469e+00	6.9416e-01	-6.3873e-01	3.0398e-01	0.0000e+00	0.0000e+00
1.5644e+00	6.9416e-01	-7.1303e-01	2.3425e-01	0.0000e+00	0.0000e+00
1.7820e+00	6.9416e-01	-7.5816e-01	1.2752e-01	0.0000e+00	0.0000e+00
1.9996e+00	6.9416e-01	-8.2792e-01	8.8100e-02	0.0000e+00	0.0000e+00
2.2172e+00	6.9416e-01	-8.2467e-01	-1.6642e-02	0.0000e+00	0.0000e+00
2.4347e+00	6.9416e-01	-8.3403e-01	-1.0279e-01	0.0000e+00	0.0000e+00
2.6523e+00	6.9416e-01	-8.1917e-01	-1.6933e-01	0.0000e+00	0.0000e+00
2.8699e+00	6.9416e-01	-7.6850e-01	-2.7809e-01	0.0000e+00	0.0000e+00
3.0874e+00	6.9416e-01	-7.5830e-01	-3.1044e-01	0.0000e+00	0.0000e+00
3.3050e+00	6.9416e-01	-6.8472e-01	-3.9927e-01	0.0000e+00	0.0000e+00
3.5226e+00	6.9416e-01	-6.3625e-01	-4.1800e-01	0.0000e+00	0.0000e+00
3.7402e+00	6.9416e-01	-5.6902e-01	-4.3916e-01	0.0000e+00	0.0000e+00
3.9577e+00	6.9416e-01	-5.2474e-01	-4.6052e-01	0.0000e+00	0.0000e+00
4.1753e+00	6.9416e-01	-4.8339e-01	-4.7864e-01	0.0000e+00	0.0000e+00
4.3929e+00	6.9416e-01	-4.4552e-01	-4.6628e-01	0.0000e+00	0.0000e+00
4.6104e+00	6.9416e-01	-4.0755e-01	-4.5869e-01	0.0000e+00	0.0000e+00
4.8280e+00	6.9416e-01	-3.8643e-01	-4.4630e-01	0.0000e+00	0.0000e+00
5.0456e+00	6.9416e-01	-3.2776e-01	-4.3553e-01	0.0000e+00	0.0000e+00
2.5901e-01	4.7659e-01	-3.7342e-01	3.8780e-01	0.0000e+00	0.0000e+00
4.7659e-01	4.7659e-01	-4.1985e-01	3.5865e-01	0.0000e+00	0.0000e+00
6.9416e-01	4.7659e-01	-4.7202e-01	3.3018e-01	0.0000e+00	0.0000e+00
9.1173e-01	4.7659e-01	-5.3750e-01	3.2376e-01	0.0000e+00	0.0000e+00
1.1293e+00	4.7659e-01	-5.5282e-01	2.5535e-01	0.0000e+00	0.0000e+00
1.3469e+00	4.7659e-01	-5.8336e-01	2.1440e-01	0.0000e+00	0.0000e+00
1.5644e+00	4.7659e-01	-6.1632e-01	1.7208e-01	0.0000e+00	0.0000e+00
1.7820e+00	4.7659e-01	-6.8539e-01	8.8228e-02	0.0000e+00	0.0000e+00
1.9996e+00	4.7659e-01	-7.2100e-01	3.0275e-02	0.0000e+00	0.0000e+00
2.2172e+00	4.7659e-01	-7.2639e-01	-3.0190e-03	0.0000e+00	0.0000e+00
2.4347e+00	4.7659e-01	-7.2985e-01	-6.5437e-02	0.0000e+00	0.0000e+00
2.6523e+00	4.7659e-01	-7.2845e-01	-1.4345e-01	0.0000e+00	0.0000e+00
2.8699e+00	4.7659e-01	-6.7999e-01	-2.0700e-01	0.0000e+00	0.0000e+00
3.0874e+00	4.7659e-01	-6.7639e-01	-2.8684e-01	0.0000e+00	0.0000e+00
3.3050e+00	4.7659e-01	-6.6750e-01	-3.3609e-01	0.0000e+00	0.0000e+00
3.5226e+00	4.7659e-01	-6.1078e-01	-3.5455e-01	0.0000e+00	0.0000e+00
3.7402e+00	4.7659e-01	-5.6872e-01	-3.9178e-01	0.0000e+00	0.0000e+00
3.9577e+00	4.7659e-01	-5.2674e-01	-4.2256e-01	0.0000e+00	0.0000e+00
4.1753e+00	4.7659e-01	-4.7934e-01	-4.2912e-01	0.0000e+00	0.0000e+00
4.3929e+00	4.7659e-01	-4.4694e-01	-4.1699e-01	0.0000e+00	0.0000e+00
4.6104e+00	4.7659e-01	-4.1693e-01	-4.3199e-01	0.0000e+00	0.0000e+00
4.8280e+00	4.7659e-01	-3.8756e-01	-4.4379e-01	0.0000e+00	0.0000e+00
5.0456e+00	4.7659e-01	-3.4081e-01	-4.1930e-01	0.0000e+00	0.0000e+00
2.5901e-01	2.5901e-01	-3.6411e-01	3.3546e-01	0.0000e+00	0.0000e+00
4.7659e-01	2.5901e-01	-4.3034e-01	3.1201e-01	0.0000e+00	0.0000e+00
6.9416e-01	2.5901e-01	-4.3900e-01	2.9792e-01	0.0000e+00	0.0000e+00
9.1173e-01	2.5901e-01	-4.8715e-01	2.9040e-01	0.0000e+00	0.0000e+00
1.1293e+00	2.5901e-01	-5.2354e-01	2.5286e-01	0.0000e+00	0.0000e+00
1.3469e+00	2.5901e-01	-5.3561e-01	1.9674e-01	0.0000e+00	0.0000e+00
1.5644e+00	2.5901e-01	-5.7113e-01	1.5521e-01	0.0000e+00	0.0000e+00
1.7820e+00	2.5901e-01	-6.1439e-01	9.5728e-02	0.0000e+00	0.0000e+00
1.9996e+00	2.5901e-01	-6.2806e-01	3.6751e-02	0.0000e+00	0.0000e+00
2.2172e+00	2.5901e-01	-6.3530e-01	-1.2558e-02	0.0000e+00	0.0000e+00
2.4347e+00	2.5901e-01	-6.5320e-01	-3.4924e-02	0.0000e+00	0.0000e+00
2.6523e+00	2.5901e-01	-6.2755e-01	-1.1677e-01	0.0000e+00	0.0000e+00
2.8699e+00	2.5901e-01	-6.3591e-01	-1.5763e-01	0.0000e+00	0.0000e+00
3.0874e+00	2.5901e-01	-6.3804e-01	-2.3662e-01	0.0000e+00	0.0000e+00
3.3050e+00	2.5901e-01	-6.1555e-01	-2.6891e-01	0.0000e+00	0.0000e+00
3.5226e+00	2.5901e-01	-5.4370e-01	-3.2604e-01	0.0000e+00	0.0000e+00
3.7402e+00	2.5901e-01	-5.5693e-01	-3.5691e-01	0.0000e+00	0.0000e+00
3.9577e+00	2.5901e-01	-5.0771e-01	-3.6357e-01	0.0000e+00	0.0000e+00
4.1753e+00	2.5901e-01	-4.7386e-01	-3.8985e-01	0.0000e+00	0.0000e+00
4.3929e+00	2.5901e-01	-4.5775e-01	-3.9090e-01	0.0000e+00	0.0000e+00
4.6104e+00	2.5901e-01	-4.3601e-01	-3.8863e-01	0.0000e+00	0.0000e+00
4.8280e+00	2.5901e-01	-4.0107e-01	-4.0505e-01	0.0000e+00	0.0000e+00
5.0456e+00	2.5901e-01	-3.6856e-01	-3.8186e-01	0.0000e+00	0.0000e+00
